Shop ID,Order ID,Workflow ID,Order date,Order confirmed time,Dining mode,Payment Mode,Order channel,Order status,Customer Uber Membership Status,Sales (excl. tax),Tax on sales,Refunds (excl. tax),Tax on refunds,Price adjustments (excl. tax),Tax on price adjustments,Promotions on items (excl tax),Tax on promotion on items,Promotions on items (incl tax),Delivery charge (excl tax),Tax on delivery fee,Promotions on delivery charge (excl tax),Tax on promotions on delivery charge,Promotions on delivery charge (incl tax),Bag fee,Delivery fee (excl tax),Tax on delivery fee,Delivery fee (incl tax),Service fee,Tax on service fee,Service fee discount,Net service fee,Discount adjustments,Profit on delivery,Tax adjustment,Other payments description,Other payments (incl. tax),Total payout ,Payout date,Payout status,Invoice link U2R ,Invoice link C2R ,Invoice link R2E ,Retailer Loyalty ID,Payout reference ID
,#76BD0,345c3e8a-8080-45de-b74e-cefd02c76bd0,29/05/2024,0:47,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1475,0,0,0,0,0,0,0,0,301.75,0,0,0,0,0,403.43,0,403.43,-442.5,0,101.68,-340.82,0,0,0,,0,1032.5,3/6/2024,Paid,,,,,VVT140395NS8
,#37DAF,e1195175-d792-40f6-be0a-8a0f6b537daf,29/05/2024,1:08,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,181.5,0,0,0,0,0,418.64,0,418.64,-495,0,237.14,-257.86,0,0,0,,0,1155,3/6/2024,Paid,,,,,VVT140395NS8
,#BD898,c25484d3-439e-4f42-b12a-dcc416bbd898,29/05/2024,1:17,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1850,0,0,0,0,0,0,0,0,265.5,0,0,0,0,0,167.04,0,167.04,-555,0,0,-555,0,98.46,0,,0,1393.46,3/6/2024,Paid,,,,,VVT140395NS8
,#46D6A,22508bbc-b7bd-4033-ae92-cfcec2446d6a,29/05/2024,2:08,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1950,0,0,0,0,0,0,0,0,265.5,0,0,0,0,0,129.56,0,129.56,-585,0,0,-585,0,135.94,0,,0,1500.94,3/6/2024,Paid,,,,,VVT140395NS8
,#3AEDB,6a10d6c1-27d3-4725-83fd-75db5e83aedb,29/05/2024,2:49,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3650,0,0,0,0,0,0,0,0,353,0,0,0,0,0,368.01,0,368.01,-1095,0,15.01,-1079.99,0,0,0,,0,2555,3/6/2024,Paid,,,,,VVT140395NS8
,,,29/05/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1452.98,-1452.98,3/6/2024,Paid,,,,,VVT140395NS8
,#39075,dcdae9b7-adf5-421f-b93f-f3c5d5f39075,29/05/2024,15:54,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,3700,0,0,0,0,0,-1850,0,-1850,298,0,0,0,0,0,165.01,0,165.01,-555,0,0,-555,0,132.99,0,,0,1427.99,3/6/2024,Paid,,,,,VVT140395NS8
,#4C381,bee87690-e310-4def-b7bf-fe487204c381,29/05/2024,16:07,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1850,0,0,0,0,0,0,0,0,265.5,0,0,0,0,0,151.85,0,151.85,-555,0,0,-555,0,113.65,0,,0,1408.65,3/6/2024,Paid,,,,,VVT140395NS8
,#97FD9,c88bd3e9-7429-4e48-bf92-677a51f97fd9,29/05/2024,16:47,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,950,0,0,0,0,0,0,0,0,111.5,0,0,0,0,0,235.23,0,235.23,-285,0,123.73,-161.27,0,0,0,,0,665,3/6/2024,Paid,,,,,VVT140395NS8
,#CB56C,02ea432a-c4da-4f70-ad4f-1629e89cb56c,29/05/2024,19:55,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,3250,0,0,0,0,0,0,0,0,164,0,0,0,0,0,99.28,0,99.28,-975,0,0,-975,0,64.72,0,,0,2339.72,3/6/2024,Paid,,,,,VVT140395NS8
,#56A86,54d62310-aed6-42c4-b6c5-048ffa156a86,29/05/2024,20:04,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,4625,0,0,0,0,0,0,0,0,224,0,0,0,0,0,332.73,0,332.73,-1387.5,0,108.73,-1278.77,0,0,0,,0,3237.5,3/6/2024,Paid,,,,,VVT140395NS8
,#C8E81,b9443b6a-60f5-4fce-9ea7-4ebde05c8e81,29/05/2024,21:48,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1275,0,0,0,0,0,0,0,0,291.75,0,0,0,0,0,375.88,0,375.88,-382.5,0,84.13,-298.37,0,0,0,,0,892.5,3/6/2024,Paid,,,,,VVT140395NS8
,#F2858,5ba873a7-1a46-480b-8560-818554cf2858,29/05/2024,23:09,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,2675,0,0,0,0,0,0,0,0,164,0,0,0,0,0,166.35,0,166.35,-802.5,0,2.35,-800.15,0,0,0,,0,1872.5,3/6/2024,Paid,,,,,VVT140395NS8
,#71504,e3c61e6e-a7c0-44f9-b3b6-03dc4d871504,29/05/2024,23:21,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1600,0,0,0,0,0,0,0,0,179,0,0,0,0,0,273.65,0,273.65,-480,0,94.65,-385.35,0,0,0,,0,1120,3/6/2024,Paid,,,,,VVT140395NS8
,#EBD6B,f937698e-22e5-49c9-918a-06c9b25ebd6b,30/05/2024,0:16,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2000,0,0,0,0,0,0,0,0,189,0,0,0,0,0,139.15,0,139.15,-600,0,0,-600,0,49.85,0,,0,1449.85,3/6/2024,Paid,,,,,VVT140395NS8
,#B133D,eab995f4-fba8-41d2-b433-a05caa0b133d,30/05/2024,0:42,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,550,0,0,0,0,0,0,0,0,71.5,0,0,0,0,0,218.55,0,218.55,-165,0,147.05,-17.95,0,0,0,,0,385,3/6/2024,Paid,,,,,VVT140395NS8
,#C2ADD,51252532-2abf-474a-abd3-a40deb2c2add,30/05/2024,0:09,Delivery – partner using Uber app,Unknown,Uber Eats web,Unfulfilled,Data not available,1600,0,0,0,0,0,0,0,0,179,0,0,0,0,0,357.75,0,357.75,-480,0,178.75,-301.25,0,0,0,,0,1120,3/6/2024,Paid,,,,,VVT140395NS8
,#59057,75bde816-2298-45b3-8294-41f916459057,30/05/2024,0:28,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2750,0,0,0,0,0,0,0,0,224,0,0,0,0,0,387.83,0,387.83,-825,0,163.83,-661.17,0,0,0,,0,1925,3/6/2024,Paid,,,,,VVT140395NS8
,#D71BE,86da2082-5f21-4e78-b11f-f9f264ed71be,30/05/2024,1:38,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2200,0,0,0,0,0,0,0,0,209,0,0,0,0,0,304.59,0,304.59,-660,0,95.59,-564.41,0,0,0,,0,1540,3/6/2024,Paid,,,,,VVT140395NS8
,#69D04,fead961e-1d6c-4a6c-85b2-444c52569d04,30/05/2024,2:20,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1275,0,0,0,0,0,0,0,0,291.75,0,0,0,0,0,179.5,0,179.5,-382.5,0,0,-382.5,0,112.25,0,,0,1004.75,3/6/2024,Paid,,,,,VVT140395NS8
,#0ECC0,0b6973f8-ad37-4a4c-b8b4-d8c25760ecc0,30/05/2024,2:31,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,950,0,0,0,0,0,0,0,0,146.5,0,0,0,0,0,242.5,0,242.5,-285,0,96,-189,0,0,0,,0,665,3/6/2024,Paid,,,,,VVT140395NS8
,#06E2F,7829690f-9ab8-46ef-b53f-1536bd106e2f,30/05/2024,2:33,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2090,0,0,0,0,0,0,0,0,143.5,0,0,0,0,0,138.33,0,138.33,-627,0,0,-627,0,5.17,0,,0,1468.17,3/6/2024,Paid,,,,,VVT140395NS8
,#EA1B7,07acf17e-6e6a-4558-87f0-6f93468ea1b7,30/05/2024,2:48,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3250,0,0,0,0,0,-500,0,-500,224,0,0,0,0,0,488.43,0,488.43,-825,0,264.43,-560.57,0,0,0,,0,1925,3/6/2024,Paid,,,,,VVT140395NS8
,#4898B,f33c27ed-f455-4553-a1e6-ff3bc024898b,30/05/2024,2:58,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3225,0,0,0,0,0,0,0,0,169,0,0,0,0,0,204.52,0,204.52,-967.5,0,35.52,-931.98,0,0,0,,0,2257.5,3/6/2024,Paid,,,,,VVT140395NS8
,,,30/05/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,2135,2135,3/6/2024,Paid,,,,,VVT140395NS8
,,,30/05/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1491.44,-1491.44,3/6/2024,Paid,,,,,VVT140395NS8
,#AB196,58538c39-af02-4ef8-8dab-6c81574ab196,30/05/2024,16:06,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2675,0,0,0,0,0,-668.75,0,-668.75,159,0,0,0,0,0,128.65,0,128.65,-601.88,0,0,-601.88,0,30.35,0,,0,1434.72,3/6/2024,Paid,,,,,VVT140395NS8
,#8B476,19a8e67c-fd99-442f-88c0-bcdefe28b476,30/05/2024,16:00,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1400,0,0,0,0,0,0,0,0,134,0,0,0,0,0,116.68,0,116.68,-420,0,0,-420,0,17.32,0,,0,997.32,3/6/2024,Paid,,,,,VVT140395NS8
,#FED4E,afc54a49-279e-42ea-a6b3-e8acf37fed4e,30/05/2024,19:32,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,4750,0,0,0,0,0,-1850,0,-1850,333,0,0,0,0,0,235.23,0,235.23,-870,0,0,-870,0,97.77,0,,0,2127.77,3/6/2024,Paid,,,,,VVT140395NS8
,#776AF,8ff58321-78e6-49cd-abed-fbc46f6776af,30/05/2024,20:39,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1725,0,0,0,0,0,0,0,0,185.25,0,0,0,0,0,177.58,0,177.58,-517.5,0,0,-517.5,0,7.67,0,,0,1215.17,3/6/2024,Paid,,,,,VVT140395NS8
,#063AA,473b079e-52f2-46bf-878a-cf42dcc063aa,30/05/2024,21:10,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1950,0,0,0,0,0,0,0,0,136.5,0,0,0,0,0,198.6,0,198.6,-585,0,62.1,-522.9,0,0,0,,0,1365,3/6/2024,Paid,,,,,VVT140395NS8
,#2917A,bc1c3a95-3d70-4b69-95fb-57120592917a,30/05/2024,22:53,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,950,0,0,0,0,0,0,0,0,146.5,0,0,0,0,0,189.28,0,189.28,-285,0,42.78,-242.22,0,0,0,,0,665,3/6/2024,Paid,,,,,VVT140395NS8
,#F8654,28c7a059-4ee7-465a-8b78-fce3b68f8654,30/05/2024,22:54,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,5550,0,0,0,0,0,-500,0,-500,224,0,0,0,0,0,213.2,0,213.2,-1515,0,0,-1515,0,10.8,0,,0,3545.8,3/6/2024,Paid,,,,,VVT140395NS8
,#E4AA7,896712d9-da12-4ba3-a675-c630a70e4aa7,30/05/2024,23:24,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,4200,0,0,0,0,0,-1850,0,-1850,293,0,0,0,0,0,197.53,0,197.53,-705,0,0,-705,0,95.47,0,,0,1740.47,3/6/2024,Paid,,,,,VVT140395NS8
,#13FBE,cd8bf4cf-e5eb-48c9-8658-b875fc313fbe,30/05/2024,23:32,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1200,0,0,0,0,0,0,0,0,159,0,0,0,0,0,310.63,0,310.63,-360,0,151.63,-208.37,0,0,0,,0,840,3/6/2024,Paid,,,,,VVT140395NS8
,#1CD93,12d42855-2b1d-4c07-9e2e-dc27a091cd93,30/05/2024,23:28,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,11300,0,0,0,0,0,-1850,0,-1850,338,0,0,0,0,0,254.08,0,254.08,-2835,0,0,-2835,0,83.92,0,,0,6698.92,3/6/2024,Paid,,,,,VVT140395NS8
,#8AD04,24a66764-19b0-4f37-9ce7-402245b8ad04,31/05/2024,0:06,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,950,0,0,0,0,0,0,0,0,210.5,0,0,0,0,0,64.58,0,64.58,-285,0,0,-285,0,145.92,0,,0,810.92,3/6/2024,Paid,,,,,VVT140395NS8
,#917A5,df85e360-c7f8-4c2f-8bdb-36e4595917a5,31/05/2024,0:18,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,550,0,0,0,0,0,0,0,0,66.5,0,0,0,0,0,132.73,0,132.73,-165,0,66.23,-98.77,0,0,0,,0,385,3/6/2024,Paid,,,,,VVT140395NS8
,#68EBD,9017b5dc-5135-447a-9be5-964e8aa68ebd,31/05/2024,0:04,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2500,0,0,0,0,0,0,0,0,308,0,0,0,0,0,234.5,0,234.5,-750,0,0,-750,0,73.5,0,,0,1823.5,3/6/2024,Paid,,,,,VVT140395NS8
,#06DE2,c94bb2d7-6a86-41a5-9442-276899d06de2,31/05/2024,1:04,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,950,0,0,0,0,0,0,0,0,86.5,0,0,0,0,0,54.45,0,54.45,-285,0,0,-285,0,32.05,0,,0,697.05,3/6/2024,Paid,,,,,VVT140395NS8
,#D9A1C,9ec9fdbc-d7d4-42db-9529-a43e0e3d9a1c,31/05/2024,1:03,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,4200,0,0,0,0,0,-1850,0,-1850,169,0,0,0,0,0,86.35,0,86.35,-705,0,0,-705,0,82.65,0,,0,1727.65,3/6/2024,Paid,,,,,VVT140395NS8
,#146E7,e85070f9-c154-4fbe-8240-3bc1f41146e7,31/05/2024,1:04,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1250,0,0,0,0,0,0,0,0,101.5,0,0,0,0,0,162.91,0,162.91,-375,0,61.41,-313.59,0,0,0,,0,875,3/6/2024,Paid,,,,,VVT140395NS8
,#EC4A4,4887fc57-d960-462b-8315-393f012ec4a4,31/05/2024,1:43,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1275,0,0,0,0,0,0,0,0,291.75,0,0,0,0,0,179.5,0,179.5,-382.5,0,0,-382.5,0,112.25,0,,0,1004.75,3/6/2024,Paid,,,,,VVT140395NS8
,#4ABA0,7e74cb82-b349-49e1-b6e7-f204e8a4aba0,31/05/2024,1:51,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1250,0,0,0,0,0,0,0,0,161.5,0,0,0,0,0,424.33,0,424.33,-375,0,262.83,-112.17,0,0,0,,0,875,3/6/2024,Paid,,,,,VVT140395NS8
,#DC7AF,e7b06e91-4cf2-4862-a182-1f0b8b4dc7af,31/05/2024,1:58,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1775,0,0,0,0,0,0,0,0,311.75,0,0,0,0,0,522.72,0,522.72,-532.5,0,210.97,-321.53,0,0,0,,0,1242.5,3/6/2024,Paid,,,,,VVT140395NS8
,#DAFFA,beb450fa-44cd-4e1f-9849-709e6d4daffa,31/05/2024,2:24,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1975,0,0,0,0,0,0,0,0,137.75,0,0,0,0,0,236.42,0,236.42,-592.5,0,98.67,-493.83,0,0,0,,0,1382.5,3/6/2024,Paid,,,,,VVT140395NS8
,#295DD,8342704b-3ce0-4250-bc6d-921641a295dd,31/05/2024,2:06,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1850,0,0,0,0,0,0,0,0,191.5,0,0,0,0,0,218.46,0,218.46,-555,0,26.96,-528.04,0,0,0,,0,1295,3/6/2024,Paid,,,,,VVT140395NS8
,#91112,1eed297d-cb30-4f8a-89a8-09ccdd691112,31/05/2024,2:38,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,2350,0,0,0,0,0,0,0,0,156.5,0,0,0,0,0,158.65,0,158.65,-705,0,2.15,-702.85,0,0,0,,0,1645,3/6/2024,Paid,,,,,VVT140395NS8
,#B0688,bec67d9a-2c2e-4142-83ac-91a7f5bb0688,31/05/2024,2:35,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2550,0,0,0,0,0,0,0,0,239,0,0,0,0,0,194.95,0,194.95,-765,0,0,-765,0,44.05,0,,0,1829.05,3/6/2024,Paid,,,,,VVT140395NS8
,#BB7DE,3c1c8450-5f34-4735-9a1f-d1ce183bb7de,31/05/2024,2:58,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,4200,0,0,0,0,0,-1850,0,-1850,164,0,0,0,0,0,102.94,0,102.94,-705,0,0,-705,0,61.06,0,,0,1706.06,3/6/2024,Paid,,,,,VVT140395NS8
,#3C4B3,0a9d5150-d979-458b-a691-c4b59193c4b3,31/05/2024,2:50,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3700,0,0,0,0,0,-1850,0,-1850,224,0,0,0,0,0,267.22,0,267.22,-555,0,43.22,-511.78,0,0,0,,0,1295,3/6/2024,Paid,,,,,VVT140395NS8
,,,31/05/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1215.6,-1215.6,3/6/2024,Paid,,,,,VVT140395NS8
,#1AD79,1904963e-8f69-4ccb-bb20-f44c1b91ad79,31/05/2024,15:37,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1850,0,0,0,0,0,0,0,0,151.5,0,0,0,0,0,114.5,0,114.5,-555,0,0,-555,0,37,0,,0,1332,3/6/2024,Paid,,,,,VVT140395NS8
,#5E564,91205d9f-8bc5-4bd4-8564-d6646925e564,31/05/2024,17:09,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,5050,0,0,0,0,0,-2350,0,-2350,164,0,0,0,0,0,162.73,0,162.73,-810,0,0,-810,0,1.27,0,,0,1891.27,3/6/2024,Paid,,,,,VVT140395NS8
,#F8FB2,3a542566-2e2d-4aab-9342-9d90563f8fb2,31/05/2024,19:18,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1850,0,0,0,0,0,0,0,0,131.5,0,0,0,0,0,95.65,0,95.65,-555,0,0,-555,0,35.85,0,,0,1330.85,3/6/2024,Paid,,,,,VVT140395NS8
,#7F2AE,4ae1bb7c-b88f-4d8b-8a4e-94b0dbf7f2ae,31/05/2024,19:12,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1650,0,0,0,0,0,0,0,0,121.5,0,0,0,0,0,107.25,0,107.25,-495,0,0,-495,0,14.25,0,,0,1169.25,3/6/2024,Paid,,,,,VVT140395NS8
,#B1099,c8ea7587-1992-486a-be10-1f33305b1099,31/05/2024,19:01,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,6050,0,0,0,0,0,-2350,0,-2350,224,0,0,0,0,0,289.95,0,289.95,-1110,0,65.95,-1044.05,0,0,0,,0,2590,3/6/2024,Paid,,,,,VVT140395NS8
,#CAE73,cc95c02e-73a0-4dc6-8ad8-c05add4cae73,31/05/2024,19:45,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,121.5,0,0,0,0,0,92.03,0,92.03,-495,0,0,-495,0,29.47,0,,0,1184.47,3/6/2024,Paid,,,,,VVT140395NS8
,#CBD11,140a11d0-8ac4-471d-8957-7018bb0cbd11,31/05/2024,23:00,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3650,0,0,0,0,0,0,0,0,224,0,0,0,0,0,378.53,0,378.53,-1095,0,154.53,-940.47,0,0,0,,0,2555,3/6/2024,Paid,,,,,VVT140395NS8
,#3D63B,43c76752-e0fe-4cc8-a022-526de973d63b,1/6/2024,0:27,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1850,0,0,0,0,0,0,0,0,191.5,0,0,0,0,0,200.05,0,200.05,-555,0,8.55,-546.45,0,0,0,,0,1295,3/6/2024,Paid,,,,,VVT140395NS8
,#C430B,b139b1c1-a28b-42d4-9f48-3ad6a94c430b,1/6/2024,0:37,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,141.5,0,0,0,0,0,246.83,0,246.83,-495,0,105.33,-389.67,0,0,0,,0,1155,3/6/2024,Paid,,,,,VVT140395NS8
,#930C9,ef7f6af7-14c0-4d41-ba84-02510f0930c9,1/6/2024,1:16,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,500,0,0,0,0,0,0,0,0,84,0,0,0,0,0,173.01,0,173.01,-150,0,89.01,-60.99,0,0,0,,0,350,3/6/2024,Paid,,,,,VVT140395NS8
,#2EB7B,9c040563-7124-4920-9283-991442b2eb7b,1/6/2024,0:53,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2200,0,0,0,0,0,0,0,0,209,0,0,0,0,0,203.31,0,203.31,-660,0,0,-660,0,5.69,0,,0,1545.69,3/6/2024,Paid,,,,,VVT140395NS8
,#F3130,9ad8a5ab-94c4-4c7c-8069-89d97d8f3130,1/6/2024,1:05,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,700,0,0,0,0,0,0,0,0,134,0,0,0,0,0,352.06,0,352.06,-210,0,218.06,0,8.06,0,0,,0,490,3/6/2024,Paid,,,,,VVT140395NS8
,#0E723,9258d387-6711-4709-85bb-26909f60e723,1/6/2024,0:58,Delivery – partner using Uber app,Unknown,iOS,Unfulfilled,Uber One member,1950,0,0,0,0,0,0,0,0,325.5,0,0,0,0,0,510.76,0,510.76,-585,0,185.26,-399.74,0,0,0,,0,1365,3/6/2024,Paid,,,,,VVT140395NS8
,#6A881,281b0be4-3727-45a4-aa2f-a5610bf6a881,1/6/2024,1:13,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1475,0,0,0,0,0,0,0,0,301.75,0,0,0,0,0,409.48,0,409.48,-442.5,0,107.73,-334.77,0,0,0,,0,1032.5,3/6/2024,Paid,,,,,VVT140395NS8
,#E0DB9,c825e391-c5d7-4f62-8ff1-1b91319e0db9,1/6/2024,1:36,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1020,0,0,0,0,0,0,0,0,226,0,0,0,0,0,403.72,0,403.72,-306,0,177.72,-128.28,0,0,0,,0,714,3/6/2024,Paid,,,,,VVT140395NS8
,#1F689,b9e05547-96d6-46d1-a66b-5c0ee5c1f689,1/6/2024,1:57,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1000,0,0,0,0,0,0,0,0,89,0,0,0,0,0,75.99,0,75.99,-300,0,0,-300,0,13.01,0,,0,713.01,3/6/2024,Paid,,,,,VVT140395NS8
,#6CBCE,7928cec7-ff06-44e1-8027-c0e16506cbce,1/6/2024,1:53,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1725,0,0,0,0,0,0,0,0,185.25,0,0,0,0,0,457.19,0,457.19,-517.5,0,271.94,-245.56,0,0,0,,0,1207.5,3/6/2024,Paid,,,,,VVT140395NS8
,#2AF3B,a637328e-b3b6-4c94-a65a-41e680f2af3b,1/6/2024,2:24,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3700,0,0,0,0,0,-1850,0,-1850,298,0,0,0,0,0,223.66,0,223.66,-555,0,0,-555,0,74.34,0,,0,1369.34,3/6/2024,Paid,,,,,VVT140395NS8
,#E03EF,1c892cbd-f72e-4fd6-91c5-ba6edabe03ef,1/6/2024,2:31,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1850,0,0,0,0,0,0,0,0,305.5,0,0,0,0,0,135.63,0,135.63,-555,0,0,-555,0,169.87,0,,0,1464.87,3/6/2024,Paid,,,,,VVT140395NS8
,#7C95D,717d1ac6-693c-41d5-922d-edd47077c95d,1/6/2024,2:44,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1500,0,0,0,0,0,0,0,0,169,0,0,0,0,0,235.32,0,235.32,-450,0,66.32,-383.68,0,0,0,,0,1050,3/6/2024,Paid,,,,,VVT140395NS8
,#FDC6A,7b15f8e4-db2e-4c4d-9621-cc09614fdc6a,1/6/2024,2:40,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1475,0,0,0,0,0,0,0,0,107.75,0,0,0,0,0,62.43,0,62.43,-442.5,0,0,-442.5,0,45.32,0,,0,1077.82,3/6/2024,Paid,,,,,VVT140395NS8
,#5B116,ea1cb8a3-cf77-494a-8134-bd58b735b116,1/6/2024,2:32,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3450,0,0,0,0,0,0,0,0,300,0,0,0,0,0,62.43,0,62.43,-1035,0,0,-1035,0,237.57,0,,0,2652.57,3/6/2024,Paid,,,,,VVT140395NS8
,#188A1,458985ef-5c3e-4894-838e-97ac832188a1,1/6/2024,2:44,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1850,0,0,0,0,0,0,0,0,131.5,0,0,0,0,0,72,0,72,-555,0,0,-555,0,59.5,0,,0,1354.5,3/6/2024,Paid,,,,,VVT140395NS8
,#3143F,f8c1b216-0138-44f1-81f8-8ed2cec3143f,1/6/2024,2:38,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1475,0,0,0,0,0,0,0,0,112.75,0,0,0,0,0,110.28,0,110.28,-442.5,0,0,-442.5,0,2.47,0,,0,1034.97,3/6/2024,Paid,,,,,VVT140395NS8
,#A852A,aaf939a3-2eaa-4c0c-a79f-8546afba852a,1/6/2024,2:48,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1725,0,0,0,0,0,0,0,0,276.25,0,0,0,0,0,142.18,0,142.18,-517.5,0,0,-517.5,0,134.07,0,,0,1341.57,3/6/2024,Paid,,,,,VVT140395NS8
,#4B991,11b8fe05-dec8-447b-a54c-dff84fb4b991,1/6/2024,2:58,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,780,0,0,0,0,0,0,0,0,214,0,0,0,0,0,330.39,0,330.39,-234,0,116.39,-117.61,0,0,0,,0,546,3/6/2024,Paid,,,,,VVT140395NS8
,,,1/6/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1150.99,-1150.99,3/6/2024,Paid,,,,,VVT140395NS8
,#DAB4F,0749acf0-55eb-4f51-9b2d-92e1f5edab4f,1/6/2024,16:13,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1850,0,0,0,0,0,0,0,0,265.5,0,0,0,0,0,151.85,0,151.85,-555,0,0,-555,0,113.65,0,,0,1408.65,3/6/2024,Paid,,,,,VVT140395NS8
,#73274,6abe978a-8ce7-49f9-9a91-d9a003273274,1/6/2024,18:27,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1500,0,0,0,0,0,0,0,0,174,0,0,0,0,0,309.18,0,309.18,-450,0,135.18,-314.82,0,0,0,,0,1050,3/6/2024,Paid,,,,,VVT140395NS8
